language,file_path,class_name,smell_type,category,method,line_start,line_end,annotation_kind,evidence
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`cashier->getChef()->cleanKitchen()`)
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Long Parameter List,Bloaters,orderWithUnnecessaryDetails,,,,Method receives multiple unrelated parameters
cpp,C++/SmellyUnannotated/Shop.h,Shop,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: order processing, cashier interactions, and pizza creation"
cpp,C++/SmellyUnannotated/Shop.h,Shop,Switch Statements,Object-Orientation Abusers,createPizza,,,,Overuse of if-else statements to create different pizza types
cpp,C++/SmellyUnannotated/Shop.h,Shop,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,Accessing internal attributes of `Cashier` (`cashier->getChef()->isBusy()`)
cpp,C++/SmellyUnannotated/Shop.h,Shop,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
cpp,C++/SmellyUnannotated/Shop.h,Shop,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
cpp,C++/SmellyUnannotated/Shop.h,Shop,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
cpp,C++/SmellyUnannotated/Shop.h,Shop,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
cpp,C++/SmellyUnannotated/Shop.h,Shop,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
cpp,C++/SmellyUnannotated/Shop.h,Shop,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
cpp,C++/SmellyUnannotated/Shop.h,Shop,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
cpp,C++/SmellyUnannotated/Shop.h,Shop,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`cashier->getChef()->cleanKitchen()`)
cpp,C++/SmellyUnannotated/Shop.h,Shop,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
cpp,C++/SmellyUnannotated/Shop.h,Shop,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
cpp,C++/SmellyUnannotated/Shop.h,Shop,Long Parameter List,Bloaters,orderWithUnnecessaryDetails,,,,Method receives multiple unrelated parameters
